"Date","Country","City","Specie","count","min","max","median","variance"
"2019-06-10","VN","Hạ Long","wind-speed",24,1,3,2,2.61
"2019-06-12","VN","Hạ Long","wind-speed",24,1,3,2,6.36
"2019-06-22","VN","Hạ Long","wind-speed",18,1,3,2,5.88
"2019-06-26","VN","Hạ Long","wind-speed",21,1,3,2,4.29
"2019-04-03","VN","Hạ Long","wind-speed",4,1,2,2,2.5
"2019-05-05","VN","Hạ Long","wind-speed",6,1,3,2,4
"2019-06-01","VN","Hạ Long","wind-speed",24,1,4,2,10.43
"2019-06-04","VN","Hạ Long","wind-speed",12,2,3,2,2.05
"2019-06-16","VN","Hạ Long","wind-speed",24,1,2,1,2.45
"2019-06-25","VN","Hạ Long","wind-speed",24,1,3,2,4.57
"2019-06-28","VN","Hạ Long","wind-speed",21,1,4,2,8.14
"2019-05-28","VN","Hạ Long","co",34,0,0,0,0
"2019-06-03","VN","Hạ Long","co",23,0,0,0,0
"2019-06-26","VN","Hạ Long","co",39,0,0,0,0
"2019-06-29","VN","Hạ Long","co",45,3,8,8,62.65
"2019-06-01","VN","Hạ Long","co",23,0,0,0,0
"2019-06-12","VN","Hạ Long","co",48,0,2,0,7.64
"2019-06-17","VN","Hạ Long","co",45,0,2,0,4.34
"2019-06-16","VN","Hạ Long","co",48,0,2,0,6.37
"2019-06-19","VN","Hạ Long","co",29,0,1,0,2.56
"2019-06-28","VN","Hạ Long","co",48,0,8,3,112.32
"2019-06-30","VN","Hạ Long","co",36,4,8,4,36.57
"2019-06-02","VN","Hạ Long","co",12,0,0,0,0
"2019-06-08","VN","Hạ Long","co",24,0,0,0,0
"2019-06-09","VN","Hạ Long","co",24,0,0,0,0
"2019-06-11","VN","Hạ Long","co",48,0,2,0,2.39
"2019-05-31","VN","Hạ Long","co",30,0,0,0,0
"2019-06-20","VN","Hạ Long","co",42,0,1,0,2.54
"2019-06-24","VN","Hạ Long","co",39,0,0,0,0
"2019-06-27","VN","Hạ Long","co",47,0,0,0,0
"2019-06-13","VN","Hạ Long","co",48,0,2,0,4.95
"2019-06-21","VN","Hạ Long","co",48,0,1,0,2.55
"2019-06-04","VN","Hạ Long","co",47,0,0,0,0
"2019-06-06","VN","Hạ Long","co",39,0,0,0,0
"2019-06-25","VN","Hạ Long","co",24,0,0,0,0
"2019-06-14","VN","Hạ Long","co",40,0,2,1,5.38
"2019-06-15","VN","Hạ Long","co",47,0,2,1,8.25
"2019-06-18","VN","Hạ Long","co",34,0,1,0,2.14
"2019-05-29","VN","Hạ Long","co",48,0,0,0,0
"2019-05-30","VN","Hạ Long","co",47,0,0,0,0
"2019-06-05","VN","Hạ Long","co",48,0,0,0,0
"2019-06-07","VN","Hạ Long","co",29,0,0,0,0
"2019-06-10","VN","Hạ Long","co",38,0,0,0,0
"2019-06-22","VN","Hạ Long","co",29,0,1,0,2.51
"2019-06-23","VN","Hạ Long","co",46,0,1,0,2.56
"2019-05-28","VN","Hạ Long","pm10",51,0,0,0,0
"2019-06-05","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-11","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-25","VN","Hạ Long","pm10",50,0,0,0,0
"2019-06-26","VN","Hạ Long","pm10",63,0,0,0,0
"2019-06-28","VN","Hạ Long","pm10",72,0,28,6,650.42
"2019-05-30","VN","Hạ Long","pm10",71,0,0,0,0
"2019-06-02","VN","Hạ Long","pm10",48,0,0,0,0
"2019-06-12","VN","Hạ Long","pm10",68,0,0,0,0
"2019-06-16","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-22","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-23","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-08","VN","Hạ Long","pm10",48,0,0,0,0
"2019-06-19","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-27","VN","Hạ Long","pm10",72,0,0,0,0
"2019-05-29","VN","Hạ Long","pm10",64,0,0,0,0
"2019-05-31","VN","Hạ Long","pm10",48,0,0,0,0
"2019-06-01","VN","Hạ Long","pm10",30,0,0,0,0
"2019-06-17","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-06","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-07","VN","Hạ Long","pm10",65,0,0,0,0
"2019-06-18","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-03","VN","Hạ Long","pm10",47,0,0,0,0
"2019-06-04","VN","Hạ Long","pm10",71,0,0,0,0
"2019-06-20","VN","Hạ Long","pm10",71,0,0,0,0
"2019-06-21","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-29","VN","Hạ Long","pm10",72,7,40,13,601.69
"2019-06-10","VN","Hạ Long","pm10",63,0,0,0,0
"2019-06-13","VN","Hạ Long","pm10",48,0,0,0,0
"2019-06-14","VN","Hạ Long","pm10",57,0,0,0,0
"2019-06-24","VN","Hạ Long","pm10",63,0,0,0,0
"2019-06-09","VN","Hạ Long","pm10",48,0,0,0,0
"2019-06-15","VN","Hạ Long","pm10",72,0,0,0,0
"2019-06-30","VN","Hạ Long","pm10",72,3,33,11,596.06
"2019-06-25","VN","Hạ Long","o3",45,0,29,0,962.95
"2019-06-22","VN","Hạ Long","o3",71,0,51,0,959.96
"2019-06-08","VN","Hạ Long","o3",48,0,13,0,202.87
"2019-06-14","VN","Hạ Long","o3",70,0,12,0,131.01
"2019-06-16","VN","Hạ Long","o3",70,0,11,0,78.77
"2019-06-30","VN","Hạ Long","o3",72,1,70,29,3056.9
"2019-05-30","VN","Hạ Long","o3",71,0,19,0,282.03
"2019-06-04","VN","Hạ Long","o3",70,0,23,0,633.17
"2019-06-07","VN","Hạ Long","o3",65,0,0,0,0
"2019-06-20","VN","Hạ Long","o3",56,0,17,0,373.86
"2019-05-31","VN","Hạ Long","o3",48,0,12,0,65.74
"2019-06-12","VN","Hạ Long","o3",68,0,64,0,1110.31
"2019-06-19","VN","Hạ Long","o3",72,0,16,0,255.49
"2019-06-10","VN","Hạ Long","o3",63,0,22,0,488.42
"2019-06-06","VN","Hạ Long","o3",72,0,0,0,0
"2019-06-26","VN","Hạ Long","o3",63,0,22,0,253.6
"2019-06-01","VN","Hạ Long","o3",30,0,14,0,153.1
"2019-05-29","VN","Hạ Long","o3",63,0,26,0,317.79
"2019-06-17","VN","Hạ Long","o3",72,0,13,0,102.47
"2019-06-18","VN","Hạ Long","o3",72,0,0,0,0
"2019-05-28","VN","Hạ Long","o3",51,0,16,0,179.53
"2019-06-05","VN","Hạ Long","o3",72,0,22,0,339.76
"2019-06-09","VN","Hạ Long","o3",48,0,20,0,564.85
"2019-06-15","VN","Hạ Long","o3",72,0,15,0,145.96
"2019-06-21","VN","Hạ Long","o3",61,0,20,0,502.82
"2019-06-23","VN","Hạ Long","o3",71,0,90,0,2392.96
"2019-06-27","VN","Hạ Long","o3",72,0,0,0,0
"2019-06-28","VN","Hạ Long","o3",72,0,80,18,5776.61
"2019-06-02","VN","Hạ Long","o3",48,0,26,0,782.19
"2019-06-29","VN","Hạ Long","o3",72,5,113,29,6428.94
"2019-06-11","VN","Hạ Long","o3",69,0,345,0,17209.7
"2019-06-13","VN","Hạ Long","o3",72,0,13,0,141
"2019-06-24","VN","Hạ Long","o3",62,0,14,0,177.93
"2019-06-03","VN","Hạ Long","o3",47,0,34,3,1323.31
"2019-07-27","VN","Ho Chi Minh City","dew",21,21,26,24,14.07
"2019-08-25","VN","Ho Chi Minh City","dew",22,25,26,25,2.06
"2019-09-24","VN","Ho Chi Minh City","dew",23,23,26,24.5,4.08
"2019-10-06","VN","Ho Chi Minh City","dew",24,23,27,25,11.08
"2019-08-01","VN","Ho Chi Minh City","dew",19,23.5,27,25,11.4
"2019-08-08","VN","Ho Chi Minh City","dew",17,24,27,26,10.66
"2019-07-03","VN","Ho Chi Minh City","dew",15,23,24.5,24,4.17
"2019-07-04","VN","Ho Chi Minh City","dew",21,23,26,24.5,6.98
"2019-07-13","VN","Ho Chi Minh City","dew",19,22,27,25,30.37
"2019-07-19","VN","Ho Chi Minh City","dew",17,25,26,25.5,2.15
"2019-07-21","VN","Ho Chi Minh City","dew",22,23.5,27,26,8.04
"2019-07-24","VN","Ho Chi Minh City","dew",24,22,26,24.5,9.06
"2019-08-09","VN","Ho Chi Minh City","dew",21,24,25.5,25,3.15
"2019-08-15","VN","Ho Chi Minh City","dew",19,24,27,26,6.68
"2019-08-16","VN","Ho Chi Minh City","dew",19,24.5,26.5,25.5,3.19
"2019-09-05","VN","Ho Chi Minh City","dew",19,24,26,25,4.68
"2019-09-12","VN","Ho Chi Minh City","dew",22,23,26,24.5,8.38
"2019-10-02","VN","Ho Chi Minh City","dew",20,24.5,26,25,1.65
"2019-09-30","VN","Ho Chi Minh City","dew",24,24,26,24.5,4.62
"2019-10-03","VN","Ho Chi Minh City","dew",23,24,26,25,2.83
"2019-07-10","VN","Ho Chi Minh City","dew",16,23,27,25,18.32
"2019-07-17","VN","Ho Chi Minh City","dew",23,23.5,27,25.5,9.19
"2019-08-28","VN","Ho Chi Minh City","dew",24,22.5,26,25,7.93
"2019-09-14","VN","Ho Chi Minh City","dew",21,23,25.5,24.5,6.4
"2019-09-17","VN","Ho Chi Minh City","dew",22,25,26,25.5,2.02
"2019-09-28","VN","Ho Chi Minh City","dew",23,22.5,26.5,24.5,12.94
"2019-07-16","VN","Ho Chi Minh City","dew",18,23.5,27,25,10.37
"2019-07-30","VN","Ho Chi Minh City","dew",18,25,26,25.5,1.84
"2019-08-07","VN","Ho Chi Minh City","dew",21,23.5,26,25,4.12
"2019-08-10","VN","Ho Chi Minh City","dew",20,24,26,25,3.66
"2019-09-16","VN","Ho Chi Minh City","dew",19,24,26.5,25,6.77
"2019-07-20","VN","Ho Chi Minh City","dew",19,24.5,27,25.5,4.46
"2019-07-22","VN","Ho Chi Minh City","dew",18,22,26,25,9.65
"2019-08-17","VN","Ho Chi Minh City","dew",18,24.5,27,25.5,4.41
"2019-08-21","VN","Ho Chi Minh City","dew",16,24,26.5,25.5,4.16
"2019-08-23","VN","Ho Chi Minh City","dew",15,23.5,27,25,9.93
"2019-09-03","VN","Ho Chi Minh City","dew",14,24,26,25,3.7
"2019-09-26","VN","Ho Chi Minh City","dew",23,23.5,26.5,25.5,8.05
"2019-10-05","VN","Ho Chi Minh City","dew",23,20,25.5,23,22.02
"2019-07-11","VN","Ho Chi Minh City","dew",18,20.5,27,23,58.31
"2019-07-14","VN","Ho Chi Minh City","dew",17,22,27,24,17.02
"2019-08-13","VN","Ho Chi Minh City","dew",22,24.5,26.5,25,4.57
"2019-09-08","VN","Ho Chi Minh City","dew",24,24,27,25.5,4.67
"2019-09-13","VN","Ho Chi Minh City","dew",20,24,26,25,5.07
"2019-09-27","VN","Ho Chi Minh City","dew",24,22,26,24,10.8
"2019-09-07","VN","Ho Chi Minh City","dew",22,24,26.5,25,4.94
"2019-07-06","VN","Ho Chi Minh City","dew",24,23.5,25.5,24,2.97
"2019-07-29","VN","Ho Chi Minh City","dew",16,22.5,26,25.5,11.62
"2019-08-14","VN","Ho Chi Minh City","dew",21,24,27,26,5.98
"2019-08-19","VN","Ho Chi Minh City","dew",17,23.5,26.5,25,9.93
"2019-08-31","VN","Ho Chi Minh City","dew",24,23,26,25,7.17
"2019-09-06","VN","Ho Chi Minh City","dew",21,23,26,24,7.48
"2019-07-01","VN","Ho Chi Minh City","dew",13,24,26,25,4.39
"2019-07-23","VN","Ho Chi Minh City","dew",23,23,26.5,25,9.37
"2019-08-24","VN","Ho Chi Minh City","dew",21,24.5,26.5,25.5,2.87
"2019-09-11","VN","Ho Chi Minh City","dew",18,22,26.5,24.5,18.08
"2019-09-21","VN","Ho Chi Minh City","dew",24,23.5,25.5,25,3.47
"2019-09-25","VN","Ho Chi Minh City","dew",18,21.5,26,25,20.43
"2019-09-22","VN","Ho Chi Minh City","dew",23,23,26,25,4.51
"2019-10-01","VN","Ho Chi Minh City","dew",19,24,26,24.5,3.42
"2019-07-08","VN","Ho Chi Minh City","dew",22,23.5,27,25.5,9.51
"2019-07-15","VN","Ho Chi Minh City","dew",22,23.5,26,25,7.6
"2019-07-25","VN","Ho Chi Minh City","dew",21,22,25,24,6.4
"2019-08-27","VN","Ho Chi Minh City","dew",23,23,26,25,6.58
"2019-08-29","VN","Ho Chi Minh City","dew",17,24,27,25,8.2
"2019-09-15","VN","Ho Chi Minh City","dew",18,24,26,25,4.06
"2019-07-05","VN","Ho Chi Minh City","dew",18,23.5,26,25,6.51
"2019-07-09","VN","Ho Chi Minh City","dew",22,22.5,26,24,12.6
"2019-07-18","VN","Ho Chi Minh City","dew",23,24,26,25,4.26
"2019-09-02","VN","Ho Chi Minh City","dew",14,24,26,24.5,4.12
"2019-09-20","VN","Ho Chi Minh City","dew",21,24,26,25,4.08
"2019-10-04","VN","Ho Chi Minh City","dew",24,23,26,24.5,5.22
"2019-08-04","VN","Ho Chi Minh City","dew",21,24,26,25,4.07
"2019-08-20","VN","Ho Chi Minh City","dew",19,24,27,26,8.68
"2019-08-26","VN","Ho Chi Minh City","dew",17,24,26,25,3.4
"2019-09-23","VN","Ho Chi Minh City","dew",22,23,26,24.5,7.14
"2019-07-12","VN","Ho Chi Minh City","dew",22,20.5,27,24,34.59
"2019-07-31","VN","Ho Chi Minh City","dew",17,24,27,26,8.51
"2019-08-03","VN","Ho Chi Minh City","dew",20,23.5,26,24.5,5.86
"2019-09-04","VN","Ho Chi Minh City","dew",21,24,26.5,25,7.25
"2019-09-10","VN","Ho Chi Minh City","dew",16,23.5,26,25,6.29
"2019-08-18","VN","Ho Chi Minh City","dew",21,23.5,27,24.5,9.33
"2019-09-01","VN","Ho Chi Minh City","dew",22,23,26,25,7.78
"2019-09-29","VN","Ho Chi Minh City","dew",18,22,25.5,24.5,11.76
"2019-08-22","VN","Ho Chi Minh City","dew",16,24,27,25,8.49
"2019-08-30","VN","Ho Chi Minh City","dew",21,24,26,25,5.12
"2019-07-07","VN","Ho Chi Minh City","dew",23,23,26.5,25,9.52
"2019-07-26","VN","Ho Chi Minh City","dew",16,22,24,23,4.49
"2019-07-28","VN","Ho Chi Minh City","dew",14,24,27,25,9.08
"2019-08-02","VN","Ho Chi Minh City","dew",20,24,25.5,25,3.29
"2019-08-05","VN","Ho Chi Minh City","dew",16,24,26.5,25,3.24
"2019-08-11","VN","Ho Chi Minh City","dew",20,25,26,25.5,2.08
"2019-09-09","VN","Ho Chi Minh City","dew",19,24.5,26,25,1.75
"2019-07-02","VN","Ho Chi Minh City","dew",16,24.5,27,26,7.24
"2019-08-06","VN","Ho Chi Minh City","dew",18,23,26,25,6.54
"2019-08-12","VN","Ho Chi Minh City","dew",24,23.5,27,25,8.32
"2019-09-18","VN","Ho Chi Minh City","dew",19,24,26,25,3.14
"2019-09-19","VN","Ho Chi Minh City","dew",22,22,25,24,6.3
"2019-07-24","VN","Ho Chi Minh City","temperature",24,24,33.5,27.5,97.59
"2019-08-18","VN","Ho Chi Minh City","temperature",24,24.5,33.5,29,101.09
"2019-09-04","VN","Ho Chi Minh City","temperature",24,24,30.5,26,32.1
"2019-07-15","VN","Ho Chi Minh City","temperature",24,27,35,28,60
"2019-07-29","VN","Ho Chi Minh City","temperature",20,23.5,32,26,62.97
"2019-08-20","VN","Ho Chi Minh City","temperature",24,26,33.5,27.5,61.73
"2019-08-28","VN","Ho Chi Minh City","temperature",24,26,33.5,27,93.41
"2019-09-01","VN","Ho Chi Minh City","temperature",24,25,32.5,27,65.32
"2019-07-20","VN","Ho Chi Minh City","temperature",24,27,32.5,28.5,42.24
"2019-08-05","VN","Ho Chi Minh City","temperature",24,25.5,31,26,34.52
"2019-08-25","VN","Ho Chi Minh City","temperature",24,26,31.5,27,36.52
"2019-08-29","VN","Ho Chi Minh City","temperature",23,24.5,30,26,19
"2019-09-17","VN","Ho Chi Minh City","temperature",24,26,30,27,20.22
"2019-09-26","VN","Ho Chi Minh City","temperature",24,24,33.5,27.5,91.81
"2019-09-23","VN","Ho Chi Minh City","temperature",24,24,33,26,78.8
"2019-07-12","VN","Ho Chi Minh City","temperature",24,27,34,29.5,65.43
"2019-07-18","VN","Ho Chi Minh City","temperature",24,24.5,32,28,64.13
"2019-07-19","VN","Ho Chi Minh City","temperature",24,26,32,27,45.21
"2019-08-08","VN","Ho Chi Minh City","temperature",24,24,30,26,33.22
"2019-08-13","VN","Ho Chi Minh City","temperature",24,26,32.5,28,44.67
"2019-09-07","VN","Ho Chi Minh City","temperature",24,25.5,32.5,26.5,68.69
"2019-09-08","VN","Ho Chi Minh City","temperature",24,25,31,26.5,34.4
"2019-09-29","VN","Ho Chi Minh City","temperature",24,24,33.5,27.5,110.72
"2019-10-03","VN","Ho Chi Minh City","temperature",24,24,33,27,73.26
"2019-10-05","VN","Ho Chi Minh City","temperature",24,23,34,26.5,132.93
"2019-07-03","VN","Ho Chi Minh City","temperature",24,24.5,28,26,10.58
"2019-07-16","VN","Ho Chi Minh City","temperature",24,24,33,27.5,72.54
"2019-07-25","VN","Ho Chi Minh City","temperature",24,24,30.5,26,34.09
"2019-08-21","VN","Ho Chi Minh City","temperature",24,25,32,27,28.46
"2019-09-13","VN","Ho Chi Minh City","temperature",24,25.5,30.5,26.5,22.82
"2019-09-14","VN","Ho Chi Minh City","temperature",24,23.5,31,25.5,71.45
"2019-08-02","VN","Ho Chi Minh City","temperature",24,25,30,26.5,21.88
"2019-08-12","VN","Ho Chi Minh City","temperature",24,26,33.5,28.5,64.63
"2019-08-16","VN","Ho Chi Minh City","temperature",24,26,33,27.5,53.47
"2019-08-24","VN","Ho Chi Minh City","temperature",24,25,33,28,62.68
"2019-09-02","VN","Ho Chi Minh City","temperature",24,25,30.5,27,33.26
"2019-09-06","VN","Ho Chi Minh City","temperature",24,25,33,27,78.62
"2019-10-04","VN","Ho Chi Minh City","temperature",24,24,32.5,27,69.76
"2019-09-03","VN","Ho Chi Minh City","temperature",24,25,30,26.5,23.62
"2019-09-25","VN","Ho Chi Minh City","temperature",22,26,35,28.5,80.81
"2019-07-06","VN","Ho Chi Minh City","temperature",24,25,33,27.5,92.59
"2019-08-15","VN","Ho Chi Minh City","temperature",24,27,33.5,29,55.63
"2019-08-17","VN","Ho Chi Minh City","temperature",24,25.5,31.5,27,29.42
"2019-09-15","VN","Ho Chi Minh City","temperature",24,25,29,26,10.97
"2019-07-23","VN","Ho Chi Minh City","temperature",24,25,34,27,119.99
"2019-08-03","VN","Ho Chi Minh City","temperature",24,25,31,26,42.81
"2019-08-07","VN","Ho Chi Minh City","temperature",24,24,29,26,27.28
"2019-08-23","VN","Ho Chi Minh City","temperature",24,25.5,33.5,27.5,79.33
"2019-10-06","VN","Ho Chi Minh City","temperature",24,24,31.5,26,63.89
"2019-07-07","VN","Ho Chi Minh City","temperature",24,26,33.5,28.5,65.63
"2019-07-22","VN","Ho Chi Minh City","temperature",24,25.5,34,27.5,89.96
"2019-09-05","VN","Ho Chi Minh City","temperature",24,25,31.5,26,42.79
"2019-09-16","VN","Ho Chi Minh City","temperature",24,24.5,30,26.5,18.76
"2019-09-28","VN","Ho Chi Minh City","temperature",24,25,33.5,26.5,87.01
"2019-07-04","VN","Ho Chi Minh City","temperature",24,23,31,26.5,50.58
"2019-07-27","VN","Ho Chi Minh City","temperature",24,23.5,33,25,111.19
"2019-08-06","VN","Ho Chi Minh City","temperature",24,24,30.5,25.5,26.45
"2019-08-14","VN","Ho Chi Minh City","temperature",24,26,34.5,28,88.55
"2019-08-27","VN","Ho Chi Minh City","temperature",24,25.5,34,28.5,93.65
"2019-09-12","VN","Ho Chi Minh City","temperature",24,26.5,34,29.5,57.83
"2019-09-18","VN","Ho Chi Minh City","temperature",24,25,29,26,12.82
"2019-09-30","VN","Ho Chi Minh City","temperature",24,24.5,31.5,26,47.57
"2019-07-01","VN","Ho Chi Minh City","temperature",24,25,32,27,28.91
"2019-08-01","VN","Ho Chi Minh City","temperature",24,25.5,33,27.5,42.13
"2019-08-10","VN","Ho Chi Minh City","temperature",24,24.5,31,27.5,40.65
"2019-08-30","VN","Ho Chi Minh City","temperature",24,25,31.5,28,48.65
"2019-10-01","VN","Ho Chi Minh City","temperature",24,25,32,27,54.55
"2019-07-08","VN","Ho Chi Minh City","temperature",24,26,34,28,62.81
"2019-08-04","VN","Ho Chi Minh City","temperature",24,25,31.5,27.5,45.86
"2019-08-09","VN","Ho Chi Minh City","temperature",24,24.5,29,26,23.15
"2019-09-10","VN","Ho Chi Minh City","temperature",24,25.5,32.5,28,60.21
"2019-07-05","VN","Ho Chi Minh City","temperature",24,25,33.5,27.5,88.41
"2019-07-21","VN","Ho Chi Minh City","temperature",24,26,34,29.5,78.41
"2019-07-28","VN","Ho Chi Minh City","temperature",24,24,32,26.5,54.13
"2019-07-30","VN","Ho Chi Minh City","temperature",24,25,32.5,28,57.82
"2019-08-22","VN","Ho Chi Minh City","temperature",24,26,31,27,20.76
"2019-09-22","VN","Ho Chi Minh City","temperature",24,25,30,26,42.54
"2019-09-20","VN","Ho Chi Minh City","temperature",24,25,31,26.5,38.41
"2019-07-02","VN","Ho Chi Minh City","temperature",24,26,32.5,27,46.23
"2019-07-11","VN","Ho Chi Minh City","temperature",24,27,35,30,84.89
"2019-07-13","VN","Ho Chi Minh City","temperature",23,23.5,35,29,92.42
"2019-07-26","VN","Ho Chi Minh City","temperature",23,25,33.5,26,100.11
"2019-07-31","VN","Ho Chi Minh City","temperature",24,24.5,33,27.5,57.24
"2019-08-26","VN","Ho Chi Minh City","temperature",24,25,32,28,53.33
"2019-09-19","VN","Ho Chi Minh City","temperature",24,25,31,26,45.1
"2019-09-24","VN","Ho Chi Minh City","temperature",24,24,33,29,107.54
"2019-09-09","VN","Ho Chi Minh City","temperature",24,26,32,28.5,45.2
"2019-07-09","VN","Ho Chi Minh City","temperature",24,26,33.5,29.5,73.69
"2019-07-10","VN","Ho Chi Minh City","temperature",24,26,34,30,69.13
"2019-07-14","VN","Ho Chi Minh City","temperature",24,26.5,34.5,28,72.17
"2019-07-17","VN","Ho Chi Minh City","temperature",24,24,31,26,40.2
"2019-08-11","VN","Ho Chi Minh City","temperature",24,26.5,29,27,7.28
"2019-08-19","VN","Ho Chi Minh City","temperature",24,26,34,29.5,71.29
"2019-08-31","VN","Ho Chi Minh City","temperature",24,25,32.5,28.5,79.52
"2019-09-11","VN","Ho Chi Minh City","temperature",24,26,34,29,82.97
"2019-09-21","VN","Ho Chi Minh City","temperature",24,24,31.5,26,53.22
"2019-09-27","VN","Ho Chi Minh City","temperature",24,24,34,26,130.76
"2019-10-02","VN","Ho Chi Minh City","temperature",24,25,32,25.5,74.23
"2019-08-21","VN","Ho Chi Minh City","humidity",24,70,100,91,543.87
"2019-09-02","VN","Ho Chi Minh City","humidity",24,68,100,88,1101.7
"2019-09-07","VN","Ho Chi Minh City","humidity",24,60.5,97,91,1765
"2019-09-20","VN","Ho Chi Minh City","humidity",24,68,100,88,778.55
"2019-07-24","VN","Ho Chi Minh City","humidity",24,55.5,100,85.5,2338.47
"2019-08-11","VN","Ho Chi Minh City","humidity",24,79,97,88,247.01
"2019-07-23","VN","Ho Chi Minh City","humidity",24,55,100,83.5,2163.24
"2019-09-04","VN","Ho Chi Minh City","humidity",24,76.5,100,94,472.66
"2019-09-13","VN","Ho Chi Minh City","humidity",24,72,100,91,672.28
"2019-09-17","VN","Ho Chi Minh City","humidity",24,74,100,91.5,659.49
"2019-07-17","VN","Ho Chi Minh City","humidity",24,72,100,94,519.99
"2019-07-18","VN","Ho Chi Minh City","humidity",24,66,100,83,1307.01
"2019-07-12","VN","Ho Chi Minh City","humidity",24,47.5,97,72.5,3061.3
"2019-07-25","VN","Ho Chi Minh City","humidity",24,70,100,91,969.67
"2019-08-02","VN","Ho Chi Minh City","humidity",24,74,94,88,355.63
"2019-08-10","VN","Ho Chi Minh City","humidity",24,68,97,88,727.37
"2019-08-19","VN","Ho Chi Minh City","humidity",24,54,100,81,2353.75
"2019-08-20","VN","Ho Chi Minh City","humidity",24,59,97,88,1569.93
"2019-07-08","VN","Ho Chi Minh City","humidity",24,55.5,100,85.5,1920.63
"2019-07-09","VN","Ho Chi Minh City","humidity",24,52,97,72.5,2394.13
"2019-08-23","VN","Ho Chi Minh City","humidity",24,55.5,97,88,1950.87
"2019-08-25","VN","Ho Chi Minh City","humidity",24,68,100,88,780.71
"2019-08-13","VN","Ho Chi Minh City","humidity",24,62.5,100,83,1448.47
"2019-08-16","VN","Ho Chi Minh City","humidity",24,62,94,88,1274.67
"2019-08-18","VN","Ho Chi Minh City","humidity",24,55.5,100,78.5,2558.47
"2019-10-06","VN","Ho Chi Minh City","humidity",24,66,100,91,1351.08
"2019-07-26","VN","Ho Chi Minh City","humidity",23,52,100,85.5,2705.88
"2019-08-03","VN","Ho Chi Minh City","humidity",24,66,100,88,957.88
"2019-09-15","VN","Ho Chi Minh City","humidity",24,79,100,94,243.91
"2019-08-31","VN","Ho Chi Minh City","humidity",24,60.5,100,79,1998.58
"2019-09-14","VN","Ho Chi Minh City","humidity",24,64,100,94,1381.5
"2019-09-11","VN","Ho Chi Minh City","humidity",24,49,97,76.5,2763.26
"2019-09-12","VN","Ho Chi Minh City","humidity",24,54,91,74,1394.11
"2019-08-06","VN","Ho Chi Minh City","humidity",24,76.5,100,94,429.42
"2019-09-09","VN","Ho Chi Minh City","humidity",24,66,97,81,1038.68
"2019-10-02","VN","Ho Chi Minh City","humidity",24,66,100,94,1714.28
"2019-07-05","VN","Ho Chi Minh City","humidity",24,55.5,100,85.5,2359.67
"2019-09-08","VN","Ho Chi Minh City","humidity",24,72,100,88,671.09
"2019-09-24","VN","Ho Chi Minh City","humidity",24,55,100,76.5,2515.65
"2019-08-01","VN","Ho Chi Minh City","humidity",24,60.5,100,83,1290.22
"2019-08-09","VN","Ho Chi Minh City","humidity",24,79,100,91.5,371.94
"2019-08-27","VN","Ho Chi Minh City","humidity",24,52,100,79,2307.68
"2019-08-29","VN","Ho Chi Minh City","humidity",23,84,100,97,206.89
"2019-09-23","VN","Ho Chi Minh City","humidity",24,57,100,91,2030.22
"2019-09-26","VN","Ho Chi Minh City","humidity",24,57,100,91,1829.42
"2019-09-27","VN","Ho Chi Minh City","humidity",24,49,100,91,3370.86
"2019-07-21","VN","Ho Chi Minh City","humidity",24,54,100,79,2330.8
"2019-08-08","VN","Ho Chi Minh City","humidity",24,79,100,94,417.39
"2019-07-10","VN","Ho Chi Minh City","humidity",24,52,100,74,2746.07
"2019-07-13","VN","Ho Chi Minh City","humidity",23,46,97,85.5,3077.64
"2019-08-17","VN","Ho Chi Minh City","humidity",24,74,97,91,688.32
"2019-08-26","VN","Ho Chi Minh City","humidity",24,64,100,83,1390.87
"2019-09-28","VN","Ho Chi Minh City","humidity",24,52,100,88,2429.63
"2019-10-04","VN","Ho Chi Minh City","humidity",24,58.5,100,88,1609.34
"2019-07-03","VN","Ho Chi Minh City","humidity",24,78,94,88,247.82
"2019-07-07","VN","Ho Chi Minh City","humidity",24,60.5,97,79,1633.76
"2019-09-25","VN","Ho Chi Minh City","humidity",22,45,94,80.5,2208.57
"2019-10-01","VN","Ho Chi Minh City","humidity",24,62,100,88,1358.28
"2019-10-05","VN","Ho Chi Minh City","humidity",24,43.5,100,88.5,3687.59
"2019-07-11","VN","Ho Chi Minh City","humidity",24,42.5,94,76.5,3727.39
"2019-08-14","VN","Ho Chi Minh City","humidity",24,56,100,85.5,2500.76
"2019-07-28","VN","Ho Chi Minh City","humidity",24,68,100,94,804.13
"2019-08-24","VN","Ho Chi Minh City","humidity",24,62,100,88,1399.02
"2019-09-06","VN","Ho Chi Minh City","humidity",24,57,97,85.5,1967.57
"2019-09-19","VN","Ho Chi Minh City","humidity",24,68,97,83,932.32
